MIP Number,log tit,D - Call Direction,E - Call Method,F - Call Type,cat,na,Note,G - Created By,C - Created On
54725612,,Outbound,Emails,Tracing Claim Sent to Sanlam,Query,Done,None,Athena Prince,2026-07-08 00:00:00
54725612,,Inbound,Emails,Claim Received from Tracing Agency,Query,Done,None,Athena Prince,2026-07-08 00:00:00
54725612,,Outbound,Emails,Tracing Claim Sent to Sanlam,Query,Done,None,Athena Prince,2026-07-08 00:00:00
57205054,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-08 00:00:00
57205054,,Outbound,Emails,Acknowledgement Letter Sent,Query,Done,None,Chris-Nicolla Madlela,2026-07-08 00:00:00
54637566,,Inbound,Emails,Guardian - Monthly Income Requested,Query,Done,None,Chris-Nicolla Madlela,2026-07-08 00:00:00
54637566,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-08 00:00:00
54637558,,Inbound,Emails,Guardian - Monthly Income Requested,Query,Done,None,Chris-Nicolla Madlela,2026-07-08 00:00:00
54637558,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-08 00:00:00
57427213,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-08 00:00:00
57427213,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-08 00:00:00
57427213,,Inbound,Emails,Duplicate Claim Received,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
57427213,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
57843384,,Inbound,Phone,Overdue Payment - Ad-Hoc,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
57843384,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
57750671,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
57750671,,Outbound,Phone,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
57900797,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-09 00:00:00
57900797,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-09 00:00:00
54714491,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Athena Prince,2026-07-09 00:00:00
54714491,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-09 00:00:00
57205054,,Inbound,Emails,Acknowledgement Letter Received,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
57205054,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
57900797,,Inbound,Phone,Fund Value Confirmation,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
57427213,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Athena Prince,2026-07-09 00:00:00
57427213,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Athena Prince,2026-07-09 00:00:00
57900797,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
54689852,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
54689852,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
54702138,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Athena Prince,2026-07-09 00:00:00
54702138,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-09 00:00:00
54702138,,Inbound,Emails,Claim Received from Tracing Agency,Query,Done,None,Athena Prince,2026-07-09 00:00:00
54702138,,Outbound,Emails,Tracing Claim Sent to Sanlam,Query,Done,None,Athena Prince,2026-07-09 00:00:00
56617157,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Athena Prince,2026-07-09 00:00:00
56617157,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Athena Prince,2026-07-09 00:00:00
54733250,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
54733250,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
56573896,,Inbound,Emails,Fund Rules,Query,Done,None,Athena Prince,2026-07-09 00:00:00
56573896,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Athena Prince,2026-07-09 00:00:00
56573896,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Athena Prince,2026-07-09 00:00:00
56573896,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-09 00:00:00
55501113,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
55501113,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-09 00:00:00
54702138,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Athena Prince,2026-07-09 00:00:00
54702138,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-09 00:00:00
54728497,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Athena Prince,2026-07-09 00:00:00
54728497,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-09 00:00:00
54636391,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54636391,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
56574510,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
56574510,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
56574510,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
56574510,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54728497,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Athena Prince,2026-07-10 00:00:00
54728497,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Athena Prince,2026-07-10 00:00:00
54728497,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Athena Prince,2026-07-10 00:00:00
54728497,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-10 00:00:00
56314192,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Athena Prince,2026-07-10 00:00:00
56314192,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Athena Prince,2026-07-10 00:00:00
57750663,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
57750663,,Outbound,Emails,Acknowledgement Letter Sent,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
57750663,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
57750663,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
56352140,,Inbound,Emails,How to claim - Termination,Query,Done,None,Athena Prince,2026-07-10 00:00:00
56352140,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-10 00:00:00
57750671,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
57750671,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54742922,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54742922,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54742914,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54742914,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54725978,,Inbound,Emails,Proof of Payment Received,Query,Done,None,Athena Prince,2026-07-10 00:00:00
54725978,,Outbound,Emails,Proof of Payment Sent,Query,Done,None,Athena Prince,2026-07-10 00:00:00
57205054,,Inbound,Emails,Fund Value Confirmation,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
57205054,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54717448,,Inbound,Phone,Overdue Payment - Ad-Hoc,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54717448,,Outbound,Emails,Sanlam - Overdue Payments,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54748252,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-10 00:00:00
54748252,,Outbound,Phone,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-10 00:00:00
54748982,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-10 00:00:00
54748982,,Outbound,Phone,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-10 00:00:00
55510015,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
55510015,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54760223,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-10 00:00:00
54760223,,Outbound,Emails,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-10 00:00:00
55510015,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
55510015,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
55510007,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
55510007,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54659306,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Athena Prince,2026-07-10 00:00:00
54659306,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-10 00:00:00
54725661,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Athena Prince,2026-07-10 00:00:00
54725661,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-10 00:00:00
54733250,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54733250,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-10 00:00:00
54746998,,Inbound,Emails,Feedback from SALT,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54746998,,Outbound,Emails,Feedback to SALT,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54642936,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
54642936,,Outbound,Phone,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
56574510,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Athena Prince,2026-07-13 00:00:00
56574510,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-13 00:00:00
57887108,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
57887108,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
57218566,,Inbound,Phone,Fund Rules,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
57218574,,Inbound,Phone,Fund Rules,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
57218574,,Outbound,Emails,Guardian Deceased,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
57218566,,Outbound,Emails,Guardian Deceased,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
54724698,,Inbound,Phone,Overdue Payment - Termination Query,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
54724698,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
54691641,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
54691641,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
54736604,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
54736604,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
54730545,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54730545,,Outbound,Emails,Proof of Payment Sent,Query,Done,None,Athena Prince,2026-07-13 00:00:00
55358506,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Athena Prince,2026-07-13 00:00:00
55358506,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-13 00:00:00
57728007,,Inbound,Phone,New Claim Pack Received (Incomplete),Query,Done,None,Vanessa Wilson,2026-07-13 00:00:00
57728007,,Outbound,Phone,Follow Up Incomplete Claim Pack,Query,Done,None,Vanessa Wilson,2026-07-13 00:00:00
57727992,,Inbound,Phone,New Claim Pack Received (Incomplete),Query,Done,None,Vanessa Wilson,2026-07-13 00:00:00
57727992,,Outbound,Phone,Follow Up Incomplete Claim Pack,Query,Done,None,Vanessa Wilson,2026-07-13 00:00:00
55025733,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
55025733,,Outbound,Phone,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54724032,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
54724032,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
55191135,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
55191135,,Outbound,Emails,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-13 00:00:00
56632458,,Inbound,Phone,How to claim - Termination,Query,Done,None,Athena Prince,2026-07-13 00:00:00
56632458,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54688783,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Vanessa Wilson,2026-07-13 00:00:00
54688783,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Vanessa Wilson,2026-07-13 00:00:00
55813126,,Inbound,Phone,How to claim - Monthly Income,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
55813126,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
55857248,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
55657745,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
55657745,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
55857248,,Outbound,Emails,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-13 00:00:00
56496743,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
56496743,,Outbound,Emails,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-13 00:00:00
56575807,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
56575807,,Outbound,Emails,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-13 00:00:00
56937594,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
56937594,,Outbound,Phone,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-13 00:00:00
55657745,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
55657745,,Outbound,Emails,Acknowledgement Letter Sent,Query,Done,None,Chris-Nicolla Madlela,2026-07-13 00:00:00
57205046,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
57205046,,Outbound,Phone,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-13 00:00:00
57742790,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
57742790,,Outbound,Emails,Funds Less than R10 000,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54638351,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54638351,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54640416,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54640416,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54641186,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54641186,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54642003,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54642003,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54646313,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54646313,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54648541,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54648541,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-13 00:00:00
54726747,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Athena Prince,2026-07-14 00:00:00
54726747,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-14 00:00:00
55358506,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Athena Prince,2026-07-14 00:00:00
55358506,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-14 00:00:00
55830574,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
55830574,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
56632441,,Inbound,Phone,Proof of Payment Received,Query,Done,None,Vanessa Wilson,2026-07-14 00:00:00
56632441,,Outbound,Phone,Proof of Payment Sent,Query,Done,None,Vanessa Wilson,2026-07-14 00:00:00
54730545,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54730545,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-14 00:00:00
57742790,,Inbound,Emails,How to claim - Termination,Query,Done,None,Athena Prince,2026-07-14 00:00:00
57742790,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-14 00:00:00
57731182,,Inbound,Phone,Overdue Payment - Termination Query,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
57731182,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
54637566,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
54637566,,Outbound,Phone,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
57843002,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Athena Prince,2026-07-14 00:00:00
57843002,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-14 00:00:00
55656262,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
55656262,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
57900367,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Athena Prince,2026-07-14 00:00:00
57900367,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Athena Prince,2026-07-14 00:00:00
56632458,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
56632458,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
54669561,,Inbound,Phone,How to claim - Termination,Query,Done,None,Vanessa Wilson,2026-07-14 00:00:00
54669561,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Vanessa Wilson,2026-07-14 00:00:00
56298674,,Inbound,Phone,Overdue Payment - Ad-Hoc,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
57430704,,Inbound,Emails,How to claim - Termination,Query,Done,None,Athena Prince,2026-07-14 00:00:00
57430704,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-14 00:00:00
56298674,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
54714548,,Inbound,Emails,How to claim - Termination,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54714548,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-14 00:00:00
56897061,,Inbound,Emails,How to claim - Ad Hoc,Query,Done,None,Athena Prince,2026-07-14 00:00:00
56897061,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54730115,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
54730115,,Outbound,Phone,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
56330084,,Inbound,Emails,How to claim - Ad Hoc,Query,Done,None,Athena Prince,2026-07-14 00:00:00
56330084,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-14 00:00:00
55358506,,Inbound,Emails,How to claim - Ad Hoc,Query,Done,None,Athena Prince,2026-07-14 00:00:00
55358506,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-14 00:00:00
55260285,,Inbound,Phone,Overdue Payment - Termination Query,Query,Done,None,Vanessa Wilson,2026-07-14 00:00:00
55260285,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Vanessa Wilson,2026-07-14 00:00:00
54649116,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54649116,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54650785,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54650785,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54651546,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54651546,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-14 00:00:00
57727976,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
57727976,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
54652178,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54652178,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54654665,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54654665,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-14 00:00:00
55651823,,Inbound,Phone,How to claim - Termination,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
55651823,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
56330084,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
56330084,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
55831481,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
55831481,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
55657745,,Inbound,Emails,Acknowledgement Letter Received,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
55657745,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
56496435,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Athena Prince,2026-07-14 00:00:00
56496435,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Athena Prince,2026-07-14 00:00:00
54726682,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
54726682,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Chris-Nicolla Madlela,2026-07-14 00:00:00
54655215,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54655215,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54760467,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54760467,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54724032,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54724032,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54659606,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54659606,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54667600,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54667600,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
57750663,,Inbound,Emails,Acknowledgement Letter Received,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
57750663,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54669197,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
